Trade number,Instrument,Market_position,Qty,Entry_price,Exit_price,Entry_time,Exit_time,Entry_name,Exit_name,Profit,Cum_net_profit,Commission,MAE,MFE,Bars
509,NQ MAR25,Long,1,9158,9149.25,2/25/2019 11:15,2/25/2019 11:51,LongEntry,StopLoss,($179.18),"$16,002.38 ",$4.18 ,$240.00 ,$100.00 ,5
510,NQ MAR25,Long,1,9123.5,9108,2/26/2019 10:39,2/26/2019 11:06,LongEntry,StopLoss,($314.18),"$15,688.20 ",$4.18 ,$320.00 ,$100.00 ,4
511,NQ MAR25,Short,1,9053.25,9064.25,2/27/2019 10:39,2/27/2019 10:57,ShortEntry,StopLoss,($224.18),"$15,464.02 ",$4.18 ,$345.00 ,$150.00 ,3
512,NQ MAR25,Long,1,9112.75,9102.75,2/28/2019 11:51,2/28/2019 15:27,LongEntry,StopLoss,($204.18),"$15,259.84 ",$4.18 ,$255.00 ,$250.00 ,25
513,NQ MAR25,Short,1,9113,9123.75,3/1/2019 11:42,3/1/2019 12:36,ShortEntry,StopLoss,($219.18),"$15,040.66 ",$4.18 ,$225.00 ,$295.00 ,7
514,NQ MAR25,Short,1,9143.25,9104,3/4/2019 11:33,3/4/2019 12:00,ShortEntry,ProfitTarget,$780.82 ,"$15,821.48 ",$4.18 ,$25.00 ,$935.00 ,4
515,NQ MAR25,Long,1,9162.5,9153,3/5/2019 13:21,3/5/2019 17:00,LongEntry,Exit on session close,($194.18),"$15,627.30 ",$4.18 ,$245.00 ,$280.00 ,25
516,NQ MAR25,Short,1,9119.75,9133.25,3/6/2019 10:48,3/6/2019 11:06,ShortEntry,StopLoss,($274.18),"$15,353.12 ",$4.18 ,$290.00 ,$60.00 ,3
517,NQ MAR25,Long,1,9061.25,9058.75,3/7/2019 11:51,3/7/2019 12:45,LongEntry,StopLoss,($54.18),"$15,298.94 ",$4.18 ,$360.00 ,$125.00 ,7
518,NQ MAR25,Long,1,8961.25,9023.25,3/8/2019 10:48,3/8/2019 17:00,LongEntry,Exit on session close,"$1,235.82 ","$16,534.76 ",$4.18 ,$245.00 ,"$1,255.00 ",42
519,NQ MAR25,Long,1,9109.75,9139.25,3/11/2019 10:57,3/11/2019 12:18,LongEntry,ProfitTarget,$585.82 ,"$17,120.58 ",$4.18 ,$15.00 ,$660.00 ,10
520,NQ MAR25,Long,1,9197.25,9187,3/12/2019 10:57,3/12/2019 11:24,LongEntry,StopLoss,($209.18),"$16,911.40 ",$4.18 ,$275.00 ,$185.00 ,4
521,NQ MAR25,Long,1,9254.75,9284.5,3/13/2019 11:06,3/13/2019 14:15,LongEntry,ProfitTarget,$590.82 ,"$17,502.22 ",$4.18 ,$45.00 ,$610.00 ,22
522,NQ MAR25,Long,1,9256,9244.25,3/14/2019 12:09,3/14/2019 14:06,LongEntry,StopLoss,($239.18),"$17,263.04 ",$4.18 ,$300.00 ,$130.00 ,14
523,NQ MAR25,Long,1,9302.5,9311.25,3/15/2019 11:33,3/15/2019 17:00,LongEntry,Exit on session close,$170.82 ,"$17,433.86 ",$4.18 ,$240.00 ,$480.00 ,37
524,NQ MAR25,Short,1,9310,9322,3/18/2019 11:33,3/18/2019 14:51,ShortEntry,StopLoss,($244.18),"$17,189.68 ",$4.18 ,$245.00 ,$455.00 ,23
525,NQ MAR25,Long,1,9360.5,9382.25,3/19/2019 11:42,3/19/2019 12:18,LongEntry,ProfitTarget,$430.82 ,"$17,620.50 ",$4.18 ,$65.00 ,$525.00 ,5
526,NQ MAR25,Long,1,9351.5,9340.75,3/20/2019 10:57,3/20/2019 11:51,LongEntry,StopLoss,($219.18),"$17,401.32 ",$4.18 ,$265.00 ,$110.00 ,7
527,NQ MAR25,Long,1,9422.5,9458.25,3/21/2019 10:48,3/21/2019 13:39,LongEntry,ProfitTarget,$710.82 ,"$18,112.14 ",$4.18 ,$80.00 ,$720.00 ,20
528,NQ MAR25,Long,1,9434.75,9418.5,3/22/2019 10:39,3/22/2019 10:57,LongEntry,StopLoss,($329.18),"$17,782.96 ",$4.18 ,$405.00 ,$185.00 ,3
529,NQ MAR25,Long,1,9325,9305.25,3/25/2019 11:42,3/25/2019 12:00,LongEntry,StopLoss,($399.18),"$17,383.78 ",$4.18 ,$465.00 ,$60.00 ,3
530,NQ MAR25,Short,1,9373.5,9398,3/26/2019 10:48,3/26/2019 11:06,ShortEntry,StopLoss,($494.18),"$16,889.60 ",$4.18 ,$510.00 ,$95.00 ,3
531,NQ MAR25,Short,1,9318.25,9273.25,3/27/2019 11:06,3/27/2019 11:42,ShortEntry,ProfitTarget,$895.82 ,"$17,785.42 ",$4.18 ,$240.00 ,$970.00 ,5
532,NQ MAR25,Short,1,9289,9309.75,3/28/2019 11:15,3/28/2019 13:12,ShortEntry,StopLoss,($419.18),"$17,366.24 ",$4.18 ,$435.00 ,$440.00 ,14
533,NQ MAR25,Long,1,9357.5,9344,3/29/2019 11:42,3/29/2019 12:18,LongEntry,StopLoss,($274.18),"$17,092.06 ",$4.18 ,$275.00 ,$140.00 ,5
534,NQ MAR25,Long,1,9448.25,9463,4/1/2019 12:54,4/1/2019 17:00,LongEntry,Exit on session close,$290.82 ,"$17,382.88 ",$4.18 ,$40.00 ,$475.00 ,28
535,NQ MAR25,Long,1,9475,9468.5,4/2/2019 10:48,4/2/2019 11:15,LongEntry,StopLoss,($134.18),"$17,248.70 ",$4.18 ,$220.00 ,$155.00 ,4
536,NQ MAR25,Long,1,9552.25,9576,4/3/2019 10:48,4/3/2019 12:09,LongEntry,ProfitTarget,$470.82 ,"$17,719.52 ",$4.18 ,$120.00 ,$580.00 ,10
537,NQ MAR25,Short,1,9520,9531.5,4/4/2019 10:39,4/4/2019 10:57,ShortEntry,StopLoss,($234.18),"$17,485.34 ",$4.18 ,$230.00 ,$335.00 ,3
538,NQ MAR25,Long,1,9564.75,9592,4/8/2019 12:54,4/8/2019 17:00,LongEntry,Exit on session close,$540.82 ,"$18,026.16 ",$4.18 ,$45.00 ,$600.00 ,28
539,NQ MAR25,Short,1,9573,9554.5,4/9/2019 13:21,4/9/2019 17:00,ShortEntry,Exit on session close,$365.82 ,"$18,391.98 ",$4.18 ,$10.00 ,$575.00 ,25
540,NQ MAR25,Long,1,9585.25,9579.25,4/10/2019 10:57,4/10/2019 14:24,LongEntry,StopLoss,($124.18),"$18,267.80 ",$4.18 ,$230.00 ,$215.00 ,24
541,NQ MAR25,Short,1,9579.25,9585.5,4/11/2019 13:48,4/11/2019 17:00,ShortEntry,Exit on session close,($129.18),"$18,138.62 ",$4.18 ,$125.00 ,$245.00 ,22
542,NQ MAR25,Short,1,9595,9605.5,4/12/2019 11:33,4/12/2019 12:27,ShortEntry,StopLoss,($214.18),"$17,924.44 ",$4.18 ,$230.00 ,$30.00 ,7
543,NQ MAR25,Short,1,9579.75,9589,4/15/2019 10:39,4/15/2019 11:24,ShortEntry,StopLoss,($189.18),"$17,735.26 ",$4.18 ,$205.00 ,$310.00 ,6
544,NQ MAR25,Long,1,9679.75,9666.5,4/17/2019 10:48,4/17/2019 11:06,LongEntry,StopLoss,($269.18),"$17,466.08 ",$4.18 ,$290.00 ,$70.00 ,3
545,NQ MAR25,Long,1,9658.75,9681,4/18/2019 11:24,4/18/2019 17:00,LongEntry,Exit on session close,$440.82 ,"$17,906.90 ",$4.18 ,$205.00 ,$445.00 ,38
546,NQ MAR25,Short,1,9680.25,9688.75,4/22/2019 13:21,4/22/2019 14:06,ShortEntry,StopLoss,($174.18),"$17,732.72 ",$4.18 ,$235.00 ,$10.00 ,6
547,NQ MAR25,Long,1,9773.5,9796.75,4/23/2019 11:51,4/23/2019 14:51,LongEntry,ProfitTarget,$460.82 ,"$18,193.54 ",$4.18 ,$30.00 ,$500.00 ,21
548,NQ MAR25,Short,1,9785.25,9805.25,4/24/2019 12:18,4/24/2019 17:00,ShortEntry,Exit on session close,($404.18),"$17,789.36 ",$4.18 ,$660.00 ,$350.00 ,32
549,NQ MAR25,Long,1,9799.5,9799.5,4/25/2019 11:06,4/25/2019 11:33,LongEntry,StopLoss,($4.18),"$17,785.18 ",$4.18 ,$330.00 ,$85.00 ,4
550,NQ MAR25,Long,1,9760,9795.75,4/26/2019 10:39,4/26/2019 15:18,LongEntry,ProfitTarget,$710.82 ,"$18,496.00 ",$4.18 ,$165.00 ,$790.00 ,32
551,NQ MAR25,Short,1,9814,9827.25,4/29/2019 11:33,4/29/2019 13:03,ShortEntry,StopLoss,($269.18),"$18,226.82 ",$4.18 ,$280.00 ,$135.00 ,11
552,NQ MAR25,Long,1,9739,9816.75,4/30/2019 12:00,4/30/2019 17:00,LongEntry,Exit on session close,"$1,550.82 ","$19,777.64 ",$4.18 ,$50.00 ,"$1,670.00 ",34
553,NQ MAR25,Short,1,9817.75,9799.25,5/1/2019 12:27,5/1/2019 12:54,ShortEntry,ProfitTarget,$365.82 ,"$20,143.46 ",$4.18 ,$5.00 ,$520.00 ,4
554,NQ MAR25,Long,1,9704,9677,5/2/2019 13:48,5/2/2019 15:00,LongEntry,StopLoss,($544.18),"$19,599.28 ",$4.18 ,$560.00 ,$150.00 ,9
555,NQ MAR25,Long,1,9794.25,9820.5,5/3/2019 10:57,5/3/2019 14:06,LongEntry,ProfitTarget,$520.82 ,"$20,120.10 ",$4.18 ,$105.00 ,$700.00 ,22
556,NQ MAR25,Long,1,9723.75,9776.25,5/6/2019 10:39,5/6/2019 15:00,LongEntry,ProfitTarget,"$1,045.82 ","$21,165.92 ",$4.18 ,$335.00 ,"$1,080.00 ",30
557,NQ MAR25,Short,1,9615,9641.75,5/7/2019 11:15,5/7/2019 11:24,ShortEntry,StopLoss,($539.18),"$20,626.74 ",$4.18 ,$570.00 ,$0.00 ,2
558,NQ MAR25,Long,1,9636.5,9607.75,5/8/2019 12:54,5/8/2019 17:00,LongEntry,Exit on session close,($579.18),"$20,047.56 ",$4.18 ,$885.00 ,$230.00 ,28
559,NQ MAR25,Long,1,9549.5,9521.75,5/9/2019 12:54,5/9/2019 15:18,LongEntry,StopLoss,($559.18),"$19,488.38 ",$4.18 ,$580.00 ,$640.00 ,17
560,NQ MAR25,Short,1,9409,9423.75,5/10/2019 12:00,5/10/2019 12:09,ShortEntry,StopLoss,($299.18),"$19,189.20 ",$4.18 ,$580.00 ,$65.00 ,2
561,NQ MAR25,Long,1,9319.5,9279.5,5/13/2019 14:06,5/13/2019 17:00,LongEntry,Exit on session close,($804.18),"$18,385.02 ",$4.18 ,$980.00 ,$640.00 ,20
562,NQ MAR25,Long,1,9371,9419.5,5/14/2019 10:39,5/14/2019 13:39,LongEntry,ProfitTarget,$965.82 ,"$19,350.84 ",$4.18 ,$340.00 ,"$1,055.00 ",21
563,NQ MAR25,Long,1,9469.5,9492.5,5/15/2019 11:42,5/15/2019 17:00,LongEntry,Exit on session close,$455.82 ,"$19,806.66 ",$4.18 ,$345.00 ,$690.00 ,36
564,NQ MAR25,Long,1,9575,9562,5/16/2019 10:39,5/16/2019 14:06,LongEntry,StopLoss,($264.18),"$19,542.48 ",$4.18 ,$350.00 ,$630.00 ,24
565,NQ MAR25,Long,1,9576.75,9557,5/17/2019 11:15,5/17/2019 11:42,LongEntry,StopLoss,($399.18),"$19,143.30 ",$4.18 ,$520.00 ,$175.00 ,4
566,NQ MAR25,Long,1,9396,9389.5,5/20/2019 10:48,5/20/2019 11:06,LongEntry,StopLoss,($134.18),"$19,009.12 ",$4.18 ,$490.00 ,$140.00 ,3
567,NQ MAR25,Long,1,9430,9418.5,5/21/2019 10:57,5/21/2019 12:09,LongEntry,StopLoss,($234.18),"$18,774.94 ",$4.18 ,$390.00 ,$305.00 ,9
568,NQ MAR25,Long,1,9418.5,9406.5,5/22/2019 11:42,5/22/2019 11:51,LongEntry,StopLoss,($244.18),"$18,530.76 ",$4.18 ,$350.00 ,$5.00 ,2
569,NQ MAR25,Long,1,9302.75,9283.25,5/23/2019 11:06,5/23/2019 11:15,LongEntry,StopLoss,($394.18),"$18,136.58 ",$4.18 ,$425.00 ,$35.00 ,2
570,NQ MAR25,Short,1,9285.5,9296.25,5/24/2019 11:06,5/24/2019 11:51,ShortEntry,StopLoss,($219.18),"$17,917.40 ",$4.18 ,$315.00 ,$185.00 ,6
571,NQ MAR25,Long,1,9280.75,9283.5,5/27/2019 12:45,5/27/2019 13:00,LongEntry,Exit on session close,$50.82 ,"$17,968.22 ",$4.18 ,$40.00 ,$60.00 ,3
572,NQ MAR25,Short,1,9308.5,9272.25,5/28/2019 13:12,5/28/2019 15:27,ShortEntry,ProfitTarget,$720.82 ,"$18,689.04 ",$4.18 ,$45.00 ,$920.00 ,16
573,NQ MAR25,Long,1,9225.25,9209.5,5/29/2019 10:39,5/29/2019 10:57,LongEntry,StopLoss,($319.18),"$18,369.86 ",$4.18 ,$420.00 ,$50.00 ,3
574,NQ MAR25,Short,1,9205.25,9210.25,5/30/2019 11:15,5/30/2019 11:33,ShortEntry,StopLoss,($104.18),"$18,265.68 ",$4.18 ,$285.00 ,$75.00 ,3
575,NQ MAR25,Short,1,9129.5,9103.25,5/31/2019 12:45,5/31/2019 17:00,ShortEntry,Exit on session close,$520.82 ,"$18,786.50 ",$4.18 ,$305.00 ,$695.00 ,29
576,NQ MAR25,Long,1,9043.25,9024.75,6/3/2019 10:48,6/3/2019 12:09,LongEntry,StopLoss,($374.18),"$18,412.32 ",$4.18 ,$450.00 ,$375.00 ,10
577,NQ MAR25,Long,1,9077.25,9118.75,6/4/2019 11:24,6/4/2019 14:15,LongEntry,ProfitTarget,$825.82 ,"$19,238.14 ",$4.18 ,$55.00 ,$935.00 ,20
578,NQ MAR25,Short,1,9138.25,9163.25,6/5/2019 10:48,6/5/2019 11:33,ShortEntry,StopLoss,($504.18),"$18,733.96 ",$4.18 ,$500.00 ,$450.00 ,6
579,NQ MAR25,Long,1,9216.5,9195.75,6/6/2019 11:42,6/6/2019 12:00,LongEntry,StopLoss,($419.18),"$18,314.78 ",$4.18 ,$505.00 ,$50.00 ,3
580,NQ MAR25,Long,1,9392,9394.5,6/7/2019 10:57,6/7/2019 17:00,LongEntry,Exit on session close,$45.82 ,"$18,360.60 ",$4.18 ,$300.00 ,$530.00 ,41
581,NQ MAR25,Long,1,9529.25,9516.5,6/10/2019 11:42,6/10/2019 12:36,LongEntry,StopLoss,($259.18),"$18,101.42 ",$4.18 ,$375.00 ,$295.00 ,7
582,NQ MAR25,Short,1,9491.5,9484.25,6/11/2019 12:00,6/11/2019 17:00,ShortEntry,Exit on session close,$140.82 ,"$18,242.24 ",$4.18 ,$175.00 ,$665.00 ,34
583,NQ MAR25,Short,1,9438.75,9457.5,6/12/2019 10:39,6/12/2019 10:57,ShortEntry,StopLoss,($379.18),"$17,863.06 ",$4.18 ,$425.00 ,$195.00 ,3
584,NQ MAR25,Short,1,9471,9486.25,6/13/2019 11:15,6/13/2019 12:18,ShortEntry,StopLoss,($309.18),"$17,553.88 ",$4.18 ,$310.00 ,$260.00 ,8
585,NQ MAR25,Long,1,9447,9450.5,6/14/2019 12:45,6/14/2019 17:00,LongEntry,Exit on session close,$65.82 ,"$17,619.70 ",$4.18 ,$160.00 ,$475.00 ,29
586,NQ MAR25,Short,1,9591.25,9603.25,6/19/2019 10:48,6/19/2019 11:42,ShortEntry,StopLoss,($244.18),"$17,375.52 ",$4.18 ,$265.00 ,$130.00 ,7
587,NQ MAR25,Short,1,9673.75,9689.25,6/20/2019 12:36,6/20/2019 13:39,ShortEntry,StopLoss,($314.18),"$17,061.34 ",$4.18 ,$340.00 ,$210.00 ,8
588,NQ MAR25,Long,1,9717.5,9703.25,6/21/2019 11:06,6/21/2019 12:09,LongEntry,StopLoss,($289.18),"$16,772.16 ",$4.18 ,$370.00 ,$515.00 ,8
589,NQ MAR25,Short,1,9653.75,9621.75,6/25/2019 10:39,6/25/2019 11:06,ShortEntry,ProfitTarget,$635.82 ,"$17,407.98 ",$4.18 ,$65.00 ,$655.00 ,4
590,NQ MAR25,Long,1,9628.5,9613.25,6/26/2019 12:18,6/26/2019 13:21,LongEntry,StopLoss,($309.18),"$17,098.80 ",$4.18 ,$335.00 ,$70.00 ,8
591,NQ MAR25,Short,1,9612.25,9628.75,6/27/2019 11:51,6/27/2019 12:27,ShortEntry,StopLoss,($334.18),"$16,764.62 ",$4.18 ,$365.00 ,$110.00 ,5
592,NQ MAR25,Long,1,9625.75,9612.75,6/28/2019 11:51,6/28/2019 14:06,LongEntry,StopLoss,($264.18),"$16,500.44 ",$4.18 ,$260.00 ,$445.00 ,16
593,NQ MAR25,Short,1,9747.5,9717,7/1/2019 10:48,7/1/2019 13:03,ShortEntry,ProfitTarget,$605.82 ,"$17,106.26 ",$4.18 ,$140.00 ,$675.00 ,16
594,NQ MAR25,Short,1,9723.25,9733.25,7/2/2019 11:51,7/2/2019 14:06,ShortEntry,StopLoss,($204.18),"$16,902.08 ",$4.18 ,$260.00 ,$285.00 ,16
595,NQ MAR25,Long,1,9805.25,9805.75,7/3/2019 10:57,7/3/2019 11:42,LongEntry,StopLoss,$5.82 ,"$16,907.90 ",$4.18 ,$200.00 ,$140.00 ,6
596,NQ MAR25,Short,1,9746,9757.75,7/5/2019 10:57,7/5/2019 11:24,ShortEntry,StopLoss,($239.18),"$16,668.72 ",$4.18 ,$270.00 ,$170.00 ,4
597,NQ MAR25,Long,1,9734.5,9731,7/8/2019 10:39,7/8/2019 10:48,LongEntry,StopLoss,($74.18),"$16,594.54 ",$4.18 ,$205.00 ,$0.00 ,2
598,NQ MAR25,Long,1,9753,9781.25,7/9/2019 10:39,7/9/2019 12:54,LongEntry,ProfitTarget,$560.82 ,"$17,155.36 ",$4.18 ,$45.00 ,$600.00 ,16
599,NQ MAR25,Short,1,9850.75,9869,7/10/2019 10:39,7/10/2019 10:57,ShortEntry,StopLoss,($369.18),"$16,786.18 ",$4.18 ,$375.00 ,$60.00 ,3
600,NQ MAR25,Long,1,9884,9864.25,7/11/2019 11:24,7/11/2019 13:39,LongEntry,StopLoss,($399.18),"$16,387.00 ",$4.18 ,$420.00 ,$270.00 ,16
601,NQ MAR25,Short,1,9865.75,9877.25,7/12/2019 10:48,7/12/2019 11:24,ShortEntry,StopLoss,($234.18),"$16,152.82 ",$4.18 ,$235.00 ,$110.00 ,5
602,NQ MAR25,Short,1,9902.25,9910.75,7/15/2019 13:03,7/15/2019 13:39,ShortEntry,StopLoss,($174.18),"$15,978.64 ",$4.18 ,$180.00 ,$20.00 ,5
603,NQ MAR25,Short,1,9908.75,9885.75,7/16/2019 11:42,7/16/2019 12:18,ShortEntry,ProfitTarget,$455.82 ,"$16,434.46 ",$4.18 ,$35.00 ,$490.00 ,5
604,NQ MAR25,Short,1,9877,9810.25,7/17/2019 12:36,7/17/2019 17:00,ShortEntry,Exit on session close,"$1,330.82 ","$17,765.28 ",$4.18 ,$190.00 ,"$1,385.00 ",30
605,NQ MAR25,Short,1,9793,9805.25,7/18/2019 11:42,7/18/2019 12:36,ShortEntry,StopLoss,($249.18),"$17,516.10 ",$4.18 ,$310.00 ,$160.00 ,7
606,NQ MAR25,Short,1,9867.25,9881.25,7/19/2019 10:57,7/19/2019 11:24,ShortEntry,StopLoss,($284.18),"$17,231.92 ",$4.18 ,$340.00 ,$205.00 ,4
607,NQ MAR25,Long,1,9853,9866,7/22/2019 13:48,7/22/2019 17:00,LongEntry,Exit on session close,$255.82 ,"$17,487.74 ",$4.18 ,$100.00 ,$465.00 ,22
608,NQ MAR25,Short,1,9863,9870.75,7/23/2019 10:39,7/23/2019 10:48,ShortEntry,StopLoss,($159.18),"$17,328.56 ",$4.18 ,$215.00 ,$30.00 ,2
609,NQ MAR25,Long,1,9932,9916.75,7/24/2019 10:48,7/24/2019 11:06,LongEntry,StopLoss,($309.18),"$17,019.38 ",$4.18 ,$305.00 ,$55.00 ,3
610,NQ MAR25,Short,1,9905.5,9922,7/25/2019 11:42,7/25/2019 17:00,ShortEntry,Exit on session close,($334.18),"$16,685.20 ",$4.18 ,$540.00 ,$970.00 ,36
611,NQ MAR25,Short,1,9951.25,9962,7/26/2019 10:39,7/26/2019 11:42,ShortEntry,StopLoss,($219.18),"$16,466.02 ",$4.18 ,$235.00 ,$240.00 ,8
612,NQ MAR25,Long,1,9917.75,9942.5,7/29/2019 10:57,7/29/2019 15:09,LongEntry,ProfitTarget,$490.82 ,"$16,956.84 ",$4.18 ,$195.00 ,$550.00 ,29
613,NQ MAR25,Long,1,9911.75,9897.75,7/30/2019 11:24,7/30/2019 12:09,LongEntry,StopLoss,($284.18),"$16,672.66 ",$4.18 ,$320.00 ,$115.00 ,6
614,NQ MAR25,Long,1,9920.75,9915.25,7/31/2019 11:24,7/31/2019 13:57,LongEntry,StopLoss,($114.18),"$16,558.48 ",$4.18 ,$225.00 ,$200.00 ,18
615,NQ MAR25,Long,1,9908.25,9934.5,8/1/2019 10:39,8/1/2019 11:15,LongEntry,ProfitTarget,$520.82 ,"$17,079.30 ",$4.18 ,$115.00 ,$850.00 ,5
616,NQ MAR25,Short,1,9641,9647.75,8/2/2019 10:39,8/2/2019 17:00,ShortEntry,Exit on session close,($139.18),"$16,940.12 ",$4.18 ,$480.00 ,"$1,020.00 ",43
617,NQ MAR25,Short,1,9414,9445.75,8/5/2019 10:57,8/5/2019 11:24,ShortEntry,StopLoss,($639.18),"$16,300.94 ",$4.18 ,$765.00 ,$135.00 ,4
618,NQ MAR25,Short,1,9399.25,9412.75,8/6/2019 11:24,8/6/2019 12:18,ShortEntry,StopLoss,($274.18),"$16,026.76 ",$4.18 ,$655.00 ,$450.00 ,7
619,NQ MAR25,Long,1,9462,9458.75,8/7/2019 11:06,8/7/2019 11:24,LongEntry,StopLoss,($69.18),"$15,957.58 ",$4.18 ,$685.00 ,$120.00 ,3
620,NQ MAR25,Long,1,9577.75,9624.25,8/8/2019 10:39,8/8/2019 12:09,LongEntry,ProfitTarget,$925.82 ,"$16,883.40 ",$4.18 ,$5.00 ,"$1,005.00 ",11
621,NQ MAR25,Long,1,9579.5,9608.75,8/9/2019 13:03,8/9/2019 17:00,LongEntry,Exit on session close,$580.82 ,"$17,464.22 ",$4.18 ,$25.00 ,"$1,130.00 ",27
622,NQ MAR25,Long,1,9561,9541.25,8/12/2019 10:48,8/12/2019 10:57,LongEntry,StopLoss,($399.18),"$17,065.04 ",$4.18 ,$465.00 ,$100.00 ,2
623,NQ MAR25,Short,1,9669,9697.25,8/13/2019 11:15,8/13/2019 14:42,ShortEntry,StopLoss,($569.18),"$16,495.86 ",$4.18 ,$625.00 ,$705.00 ,24
624,NQ MAR25,Short,1,9520,9452,8/14/2019 11:06,8/14/2019 12:18,ShortEntry,ProfitTarget,"$1,355.82 ","$17,851.68 ",$4.18 ,$30.00 ,"$1,465.00 ",9
625,NQ MAR25,Short,1,9402.5,9447.5,8/15/2019 11:33,8/15/2019 12:09,ShortEntry,StopLoss,($904.18),"$16,947.50 ",$4.18 ,$930.00 ,$40.00 ,5
626,NQ MAR25,Long,1,9566.75,9552.25,8/16/2019 11:15,8/16/2019 11:33,LongEntry,StopLoss,($294.18),"$16,653.32 ",$4.18 ,$465.00 ,$85.00 ,3
627,NQ MAR25,Long,1,9651.75,9687.75,8/19/2019 10:57,8/19/2019 13:30,LongEntry,ProfitTarget,$715.82 ,"$17,369.14 ",$4.18 ,$10.00 ,$760.00 ,18
628,NQ MAR25,Long,1,9675.75,9660,8/20/2019 11:24,8/20/2019 11:51,LongEntry,StopLoss,($319.18),"$17,049.96 ",$4.18 ,$375.00 ,$75.00 ,4
629,NQ MAR25,Short,1,9680.5,9698,8/21/2019 13:48,8/21/2019 17:00,ShortEntry,Exit on session close,($354.18),"$16,695.78 ",$4.18 ,$365.00 ,$535.00 ,22
630,NQ MAR25,Short,1,9649.5,9617,8/22/2019 10:39,8/22/2019 10:48,ShortEntry,ProfitTarget,$645.82 ,"$17,341.60 ",$4.18 ,$5.00 ,"$1,085.00 ",2
631,NQ MAR25,Long,1,9662.75,9567.5,8/23/2019 10:48,8/23/2019 11:15,LongEntry,StopLoss,"($1,909.18)","$15,432.42 ",$4.18 ,"$2,140.00 ",$175.00 ,4
632,NQ MAR25,Long,1,9472,9527.75,8/26/2019 10:57,8/26/2019 17:00,LongEntry,Exit on session close,"$1,110.82 ","$16,543.24 ",$4.18 ,$25.00 ,"$1,350.00 ",41
633,NQ MAR25,Short,1,9533,9496.5,8/27/2019 11:24,8/27/2019 12:54,ShortEntry,ProfitTarget,$725.82 ,"$17,269.06 ",$4.18 ,$45.00 ,$920.00 ,11
634,NQ MAR25,Short,1,9521.5,9531.5,8/28/2019 13:03,8/28/2019 15:36,ShortEntry,StopLoss,($204.18),"$17,064.88 ",$4.18 ,$480.00 ,$315.00 ,18
635,NQ MAR25,Long,1,9644.25,9646,8/29/2019 11:33,8/29/2019 17:00,LongEntry,Exit on session close,$30.82 ,"$17,095.70 ",$4.18 ,$130.00 ,$515.00 ,37
636,NQ MAR25,Short,1,9597.75,9608.25,8/30/2019 11:33,8/30/2019 11:51,ShortEntry,StopLoss,($214.18),"$16,881.52 ",$4.18 ,$395.00 ,$240.00 ,3
637,NQ MAR25,Short,1,9534.25,9557,9/3/2019 13:57,9/3/2019 17:00,ShortEntry,Exit on session close,($459.18),"$16,422.34 ",$4.18 ,$645.00 ,$140.00 ,21
638,NQ MAR25,Long,1,9640.75,9662.5,9/4/2019 12:00,9/4/2019 17:00,LongEntry,Exit on session close,$430.82 ,"$16,853.16 ",$4.18 ,$220.00 ,$575.00 ,34
639,NQ MAR25,Short,1,9791.75,9804.75,9/5/2019 12:18,9/5/2019 15:18,ShortEntry,StopLoss,($264.18),"$16,588.98 ",$4.18 ,$380.00 ,$265.00 ,21
640,NQ MAR25,Long,1,9811.5,9798.25,9/6/2019 10:57,9/6/2019 12:09,LongEntry,StopLoss,($269.18),"$16,319.80 ",$4.18 ,$305.00 ,$100.00 ,9
641,NQ MAR25,Long,1,9809.25,9801.25,9/9/2019 11:06,9/9/2019 12:00,LongEntry,StopLoss,($164.18),"$16,155.62 ",$4.18 ,$205.00 ,$155.00 ,7
642,NQ MAR25,Long,1,9719.75,9704,9/10/2019 10:48,9/10/2019 11:06,LongEntry,StopLoss,($319.18),"$15,836.44 ",$4.18 ,$350.00 ,$80.00 ,3
643,NQ MAR25,Long,1,9813.5,9801,9/11/2019 11:51,9/11/2019 15:00,LongEntry,StopLoss,($254.18),"$15,582.26 ",$4.18 ,$305.00 ,$380.00 ,22
644,NQ MAR25,Short,1,9876.25,9898.25,9/12/2019 12:36,9/12/2019 13:12,ShortEntry,StopLoss,($444.18),"$15,138.08 ",$4.18 ,$575.00 ,$0.00 ,5
645,NQ MAR25,Short,1,9832.75,9829.75,9/13/2019 13:57,9/13/2019 17:00,ShortEntry,Exit on session close,$55.82 ,"$15,193.90 ",$4.18 ,$295.00 ,$200.00 ,21
646,NQ MAR25,Long,1,9800.25,9786,9/16/2019 11:42,9/16/2019 12:00,LongEntry,StopLoss,($289.18),"$14,904.72 ",$4.18 ,$390.00 ,$0.00 ,3
647,NQ MAR25,Long,1,9808,9798.25,9/17/2019 11:33,9/17/2019 12:45,LongEntry,StopLoss,($199.18),"$14,705.54 ",$4.18 ,$245.00 ,$55.00 ,9
648,NQ MAR25,Short,1,9793,9791.25,9/18/2019 13:12,9/18/2019 14:15,ShortEntry,StopLoss,$30.82 ,"$14,736.36 ",$4.18 ,$335.00 ,$695.00 ,8
649,NQ MAR25,Short,1,9847.25,9836.25,9/19/2019 12:45,9/19/2019 17:00,ShortEntry,Exit on session close,$215.82 ,"$14,952.18 ",$4.18 ,$205.00 ,$410.00 ,29
